town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,transaction_year,transaction_month_num,remaining_lease_years,age_of_flat_at_transaction,price_per_sqm
pasir ris,executive,454,pasir ris dr 6,04 to 06,146.0,maisonette,1989,63 years 04 months,970000.0,2025,8,63,36,6643.835616438356
pasir ris,executive,413,pasir ris dr 6,01 to 03,146.0,maisonette,1989,63 years 02 months,959000.0,2025,9,63,36,6568.493150684932
pasir ris,executive,471,pasir ris dr 6,01 to 03,147.0,maisonette,1989,62 years 10 months,946000.0,2025,10,62,36,6435.374149659864
pasir ris,executive,413,pasir ris dr 6,01 to 03,146.0,maisonette,1989,63 years 01 month,950000.0,2025,11,63,36,6506.8493150684935
pasir ris,executive,135,pasir ris st 11,01 to 03,152.0,apartment,1994,68 years 10 months,850000.0,2025,1,68,31,5592.105263157895
pasir ris,executive,128,pasir ris st 11,07 to 09,146.0,maisonette,1988,62 years 11 months,930000.0,2025,2,62,37,6369.86301369863
pasir ris,executive,129,pasir ris st 11,04 to 06,146.0,maisonette,1988,62 years 10 months,910000.0,2025,3,62,37,6232.876712328767
pasir ris,executive,128,pasir ris st 11,01 to 03,146.0,maisonette,1988,62 years 10 months,843000.0,2025,3,62,37,5773.972602739726
pasir ris,executive,137,pasir ris st 11,01 to 03,149.0,apartment,1994,68 years 02 months,831000.0,2025,3,68,31,5577.181208053691
pasir ris,executive,111,pasir ris st 11,01 to 03,145.0,maisonette,1990,64 years 01 month,920000.0,2025,4,64,35,6344.827586206897
pasir ris,executive,135,pasir ris st 11,01 to 03,152.0,apartment,1994,68 years 05 months,892000.0,2025,6,68,31,5868.421052631579
pasir ris,executive,111,pasir ris st 11,01 to 03,154.0,maisonette,1990,63 years 10 months,960000.0,2025,7,63,35,6233.766233766234
pasir ris,executive,137,pasir ris st 11,01 to 03,149.0,apartment,1994,67 years 09 months,828000.0,2025,7,67,31,5557.046979865771
pasir ris,executive,128,pasir ris st 11,04 to 06,151.0,maisonette,1988,62 years 04 months,930000.0,2025,8,62,37,6158.940397350993
pasir ris,executive,136,pasir ris st 11,01 to 03,145.0,apartment,1994,68 years 02 months,851000.0,2025,9,68,31,5868.9655172413795
pasir ris,executive,134,pasir ris st 11,07 to 09,147.0,apartment,1994,67 years 08 months,853000.0,2025,9,67,31,5802.721088435374
pasir ris,executive,134,pasir ris st 11,07 to 09,152.0,apartment,1994,67 years 05 months,835000.0,2025,12,67,31,5493.421052631579
pasir ris,executive,101,pasir ris st 12,01 to 03,146.0,maisonette,1988,62 years 09 months,920000.0,2025,3,62,37,6301.369863013699
pasir ris,executive,108,pasir ris st 12,04 to 06,146.0,maisonette,1988,62 years 06 months,920000.0,2025,4,62,37,6301.369863013699
pasir ris,executive,101,pasir ris st 12,01 to 03,146.0,maisonette,1988,62 years 03 months,925000.0,2025,9,62,37,6335.6164383561645
pasir ris,executive,101,pasir ris st 12,07 to 09,146.0,maisonette,1988,62 years 02 months,935000.0,2025,11,62,37,6404.109589041096
pasir ris,executive,101,pasir ris st 12,04 to 06,146.0,maisonette,1988,62 years,932000.0,2025,12,62,37,6383.561643835616
pasir ris,executive,155,pasir ris st 13,01 to 03,150.0,apartment,1995,69 years 02 months,768000.0,2025,1,69,30,5120.0
pasir ris,executive,155,pasir ris st 13,04 to 06,151.0,apartment,1995,68 years 09 months,835000.0,2025,6,68,30,5529.801324503312
pasir ris,executive,160,pasir ris st 13,04 to 06,149.0,apartment,1995,68 years 07 months,880000.0,2025,7,68,30,5906.040268456376
pasir ris,executive,155,pasir ris st 13,07 to 09,147.0,apartment,1995,68 years 06 months,850000.0,2025,8,68,30,5782.312925170068
pasir ris,executive,158,pasir ris st 13,01 to 03,149.0,apartment,1995,68 years 04 months,880000.0,2025,11,68,30,5906.040268456376
pasir ris,executive,244,pasir ris st 21,04 to 06,150.0,apartment,1993,67 years 08 months,964000.0,2025,1,67,32,6426.666666666667
pasir ris,executive,248,pasir ris st 21,01 to 03,150.0,apartment,1993,67 years 07 months,830000.0,2025,1,67,32,5533.333333333333
pasir ris,executive,238,pasir ris st 21,07 to 09,152.0,apartment,1993,67 years 07 months,839000.0,2025,2,67,32,5519.736842105263
pasir ris,executive,243,pasir ris st 21,07 to 09,145.0,apartment,1993,67 years 05 months,815000.0,2025,3,67,32,5620.689655172414
pasir ris,executive,246,pasir ris st 21,07 to 09,149.0,apartment,1993,67 years 05 months,882800.0,2025,3,67,32,5924.832214765101
pasir ris,executive,238,pasir ris st 21,01 to 03,146.0,apartment,1993,67 years 06 months,815000.0,2025,3,67,32,5582.191780821918
pasir ris,executive,237,pasir ris st 21,13 to 15,149.0,apartment,1993,67 years 05 months,920000.0,2025,3,67,32,6174.496644295302
pasir ris,executive,244,pasir ris st 21,07 to 09,148.0,apartment,1993,67 years 04 months,870000.0,2025,4,67,32,5878.378378378378
pasir ris,executive,235,pasir ris st 21,04 to 06,146.0,apartment,1993,67 years 04 months,840000.0,2025,4,67,32,5753.424657534247
pasir ris,executive,222,pasir ris st 21,01 to 03,150.0,apartment,1993,67 years 04 months,835000.0,2025,4,67,32,5566.666666666667
pasir ris,executive,271,pasir ris st 21,04 to 06,144.0,apartment,1994,68 years 07 months,860000.0,2025,4,68,31,5972.222222222223
pasir ris,executive,206,pasir ris st 21,10 to 12,145.0,apartment,1993,67 years 06 months,846000.0,2025,4,67,32,5834.482758620689
pasir ris,executive,269,pasir ris st 21,01 to 03,145.0,apartment,1994,68 years 05 months,830000.0,2025,5,68,31,5724.137931034483
pasir ris,executive,205,pasir ris st 21,10 to 12,148.0,apartment,1993,67 years 04 months,968000.0,2025,5,67,32,6540.540540540541
pasir ris,executive,240,pasir ris st 21,01 to 03,146.0,apartment,1993,67 years 02 months,830000.0,2025,6,67,32,5684.931506849315
pasir ris,executive,210,pasir ris st 21,04 to 06,148.0,apartment,1993,67 years 04 months,830000.0,2025,6,67,32,5608.108108108108
pasir ris,executive,247,pasir ris st 21,13 to 15,169.0,apartment,1993,67 years 02 months,1100000.0,2025,6,67,32,6508.87573964497
pasir ris,executive,208,pasir ris st 21,01 to 03,148.0,apartment,1993,67 years 04 months,838000.0,2025,6,67,32,5662.1621621621625
pasir ris,executive,238,pasir ris st 21,04 to 06,147.0,apartment,1993,67 years 02 months,835000.0,2025,6,67,32,5680.272108843537
pasir ris,executive,217,pasir ris st 21,04 to 06,147.0,apartment,1993,67 years 02 months,870000.0,2025,6,67,32,5918.367346938776
pasir ris,executive,240,pasir ris st 21,01 to 03,146.0,apartment,1993,67 years 01 month,822000.0,2025,6,67,32,5630.13698630137
pasir ris,executive,271,pasir ris st 21,01 to 03,146.0,apartment,1994,68 years 04 months,850000.0,2025,7,68,31,5821.917808219178
pasir ris,executive,238,pasir ris st 21,10 to 12,147.0,apartment,1993,67 years,888000.0,2025,8,67,32,6040.816326530612
pasir ris,executive,218,pasir ris st 21,04 to 06,149.0,apartment,1993,66 years 10 months,850000.0,2025,9,66,32,5704.697986577181
pasir ris,executive,207,pasir ris st 21,04 to 06,146.0,apartment,1993,67 years 01 month,875000.0,2025,9,67,32,5993.1506849315065
pasir ris,executive,240,pasir ris st 21,10 to 12,146.0,apartment,1993,66 years 10 months,860000.0,2025,10,66,32,5890.41095890411
pasir ris,executive,238,pasir ris st 21,10 to 12,147.0,apartment,1993,66 years 10 months,920000.0,2025,10,66,32,6258.503401360545
pasir ris,executive,240,pasir ris st 21,10 to 12,146.0,apartment,1993,66 years 09 months,800000.0,2025,10,66,32,5479.45205479452
pasir ris,executive,238,pasir ris st 21,07 to 09,146.0,apartment,1993,66 years 10 months,830000.0,2025,10,66,32,5684.931506849315
pasir ris,executive,217,pasir ris st 21,04 to 06,149.0,apartment,1993,66 years 10 months,875000.0,2025,10,66,32,5872.48322147651
pasir ris,executive,244,pasir ris st 21,04 to 06,145.0,apartment,1993,66 years 08 months,840000.0,2025,12,66,32,5793.103448275862
pasir ris,executive,239,pasir ris st 21,10 to 12,146.0,apartment,1993,66 years 08 months,905000.0,2025,12,66,32,6198.630136986301
pasir ris,executive,464,pasir ris st 41,10 to 12,147.0,apartment,1992,66 years 11 months,900000.0,2025,2,66,33,6122.448979591837
pasir ris,executive,466,pasir ris st 41,04 to 06,144.0,apartment,1992,66 years 09 months,920000.0,2025,4,66,33,6388.888888888889
pasir ris,executive,464,pasir ris st 41,01 to 03,156.0,maisonette,1992,66 years 09 months,883000.0,2025,4,66,33,5660.25641025641
pasir ris,executive,463,pasir ris st 41,07 to 09,146.0,apartment,1992,66 years 03 months,938000.0,2025,9,66,33,6424.657534246576
pasir ris,executive,547,pasir ris st 51,04 to 06,149.0,maisonette,1992,66 years 11 months,988000.0,2025,1,66,33,6630.872483221477
pasir ris,executive,544,pasir ris st 51,04 to 06,144.0,apartment,1992,66 years 06 months,910000.0,2025,7,66,33,6319.444444444444
pasir ris,executive,549,pasir ris st 51,04 to 06,148.0,maisonette,1992,66 years 05 months,980000.0,2025,7,66,33,6621.621621621622
pasir ris,executive,538,pasir ris st 51,07 to 09,143.0,apartment,1992,66 years 04 months,943000.0,2025,8,66,33,6594.4055944055945
pasir ris,executive,549,pasir ris st 51,04 to 06,157.0,maisonette,1992,66 years 03 months,1020000.0,2025,9,66,33,6496.8152866242035
pasir ris,executive,544,pasir ris st 51,10 to 12,145.0,apartment,1992,66 years 03 months,1015000.0,2025,9,66,33,7000.0
pasir ris,executive,537,pasir ris st 51,04 to 06,148.0,maisonette,1992,66 years 02 months,970000.0,2025,11,66,33,6554.054054054054
pasir ris,executive,549,pasir ris st 51,04 to 06,148.0,maisonette,1992,65 years 11 months,973000.0,2025,12,65,33,6574.324324324324
pasir ris,executive,544,pasir ris st 51,07 to 09,144.0,apartment,1992,65 years 11 months,965000.0,2025,12,65,33,6701.388888888889
pasir ris,executive,544,pasir ris st 51,01 to 03,144.0,apartment,1992,66 years,910000.0,2025,12,66,33,6319.444444444444
pasir ris,executive,504,pasir ris st 52,04 to 06,144.0,apartment,1993,67 years 10 months,880000.0,2025,1,67,32,6111.111111111111
pasir ris,executive,500,pasir ris st 52,10 to 12,146.0,apartment,1993,67 years 09 months,980000.0,2025,3,67,32,6712.328767123287
pasir ris,executive,508,pasir ris st 52,13 to 15,148.0,apartment,1993,67 years 07 months,988000.0,2025,4,67,32,6675.675675675676
pasir ris,executive,503,pasir ris st 52,13 to 15,147.0,apartment,1993,67 years 09 months,1000000.0,2025,4,67,32,6802.721088435374
pasir ris,executive,504,pasir ris st 52,07 to 09,145.0,apartment,1993,67 years 03 months,908000.0,2025,7,67,32,6262.068965517241
pasir ris,executive,504,pasir ris st 52,10 to 12,145.0,apartment,1993,67 years 02 months,1000000.0,2025,7,67,32,6896.551724137931
pasir ris,executive,500,pasir ris st 52,04 to 06,147.0,apartment,1993,67 years 05 months,948000.0,2025,8,67,32,6448.9795918367345
pasir ris,executive,509,pasir ris st 52,07 to 09,146.0,apartment,1993,67 years 01 month,998000.0,2025,8,67,32,6835.6164383561645
pasir ris,executive,501,pasir ris st 52,04 to 06,146.0,apartment,1993,67 years 05 months,980000.0,2025,8,67,32,6712.328767123287
pasir ris,executive,502,pasir ris st 52,10 to 12,146.0,apartment,1993,67 years 03 months,948000.0,2025,9,67,32,6493.1506849315065
pasir ris,executive,509,pasir ris st 52,13 to 15,148.0,apartment,1993,66 years 11 months,990888.0,2025,11,66,32,6695.189189189189
pasir ris,executive,500,pasir ris st 52,01 to 03,146.0,apartment,1993,67 years 02 months,908000.0,2025,11,67,32,6219.178082191781
pasir ris,executive,506,pasir ris st 52,01 to 03,145.0,apartment,1993,66 years 09 months,915000.0,2025,12,66,32,6310.3448275862065
pasir ris,executive,583,pasir ris st 53,04 to 06,148.0,apartment,1995,69 years 11 months,995000.0,2025,1,69,30,6722.972972972973
pasir ris,executive,586,pasir ris st 53,04 to 06,146.0,apartment,1995,69 years 10 months,990888.0,2025,1,69,30,6786.904109589041
pasir ris,executive,585,pasir ris st 53,10 to 12,151.0,maisonette,1995,69 years 09 months,1018888.0,2025,2,69,30,6747.602649006622
pasir ris,executive,585,pasir ris st 53,04 to 06,149.0,maisonette,1995,69 years 06 months,1050000.0,2025,5,69,30,7046.979865771812
pasir ris,executive,583,pasir ris st 53,01 to 03,148.0,apartment,1995,69 years 05 months,962888.0,2025,5,69,30,6506.0
pasir ris,executive,586,pasir ris st 53,01 to 03,148.0,apartment,1995,69 years 01 month,928000.0,2025,11,69,30,6270.27027027027
pasir ris,executive,581,pasir ris st 53,01 to 03,147.0,apartment,1995,68 years 11 months,925000.0,2025,12,68,30,6292.517006802721
pasir ris,executive,585,pasir ris st 53,07 to 09,145.0,maisonette,1995,68 years 10 months,1090000.0,2025,12,68,30,7517.241379310345
pasir ris,executive,781,pasir ris st 71,10 to 12,143.0,apartment,1996,70 years 07 months,960000.0,2025,2,70,29,6713.286713286713
pasir ris,executive,782,pasir ris st 71,04 to 06,143.0,apartment,1996,70 years 05 months,910000.0,2025,4,70,29,6363.636363636364
pasir ris,executive,780,pasir ris st 71,13 to 15,144.0,apartment,1996,70 years 03 months,1008888.0,2025,6,70,29,7006.166666666667
pasir ris,executive,778,pasir ris st 71,16 to 18,143.0,apartment,1996,70 years 02 months,988000.0,2025,6,70,29,6909.090909090909
pasir ris,executive,778,pasir ris st 71,01 to 03,144.0,apartment,1996,69 years 09 months,860000.0,2025,12,69,29,5972.222222222223
pasir ris,executive,717,pasir ris st 72,01 to 03,146.0,apartment,1996,70 years,880000.0,2025,6,70,29,6027.397260273972
pasir ris,executive,716,pasir ris st 72,13 to 15,148.0,apartment,1996,69 years 11 months,1020000.0,2025,7,69,29,6891.891891891892
pasir ris,executive,712,pasir ris st 72,10 to 12,146.0,apartment,1996,69 years 11 months,850000.0,2025,7,69,29,5821.917808219178
pasir ris,executive,714,pasir ris st 72,04 to 06,148.0,apartment,1996,69 years 09 months,850000.0,2025,9,69,29,5743.243243243243
pasir ris,executive,601,elias rd,10 to 12,154.0,apartment,1995,68 years 03 months,980000.0,2026,1,68,31,6363.636363636364
pasir ris,executive,604,elias rd,01 to 03,154.0,apartment,1995,68 years 01 month,850000.0,2026,3,68,31,5519.480519480519
pasir ris,executive,607,elias rd,10 to 12,149.0,apartment,1995,68 years 05 months,938000.0,2026,3,68,31,6295.302013422819
pasir ris,executive,604,elias rd,07 to 09,150.0,apartment,1995,68 years 01 month,975000.0,2026,3,68,31,6500.0
pasir ris,executive,603,elias rd,04 to 06,158.0,maisonette,1995,68 years,950000.0,2026,4,68,31,6012.658227848101
pasir ris,executive,608,elias rd,16 to 18,149.0,apartment,1995,68 years 04 months,980000.0,2026,4,68,31,6577.181208053691
pasir ris,executive,607,elias rd,04 to 06,154.0,apartment,1995,68 years 02 months,935000.0,2026,6,68,31,6071.428571428572
pasir ris,executive,607,elias rd,07 to 09,149.0,apartment,1995,68 years 02 months,928000.0,2026,6,68,31,6228.187919463087
pasir ris,executive,607,elias rd,04 to 06,149.0,apartment,1995,68 years 01 month,934000.0,2026,7,68,31,6268.456375838926
pasir ris,executive,602,elias rd,10 to 12,149.0,apartment,1995,67 years 09 months,950000.0,2026,7,67,31,6375.838926174497
pasir ris,executive,535,pasir ris dr 1,01 to 03,150.0,apartment,1992,66 years,890000.0,2026,1,66,34,5933.333333333333
pasir ris,executive,533,pasir ris dr 1,01 to 03,144.0,apartment,1992,66 years,938000.0,2026,1,66,34,6513.888888888889
pasir ris,executive,533,pasir ris dr 1,01 to 03,144.0,apartment,1992,65 years 10 months,925000.0,2026,3,65,34,6423.611111111111
pasir ris,executive,536,pasir ris dr 1,10 to 12,147.0,apartment,1992,65 years 10 months,1088888.0,2026,3,65,34,7407.401360544218
pasir ris,executive,531,pasir ris dr 1,07 to 09,149.0,maisonette,1992,65 years 09 months,1260000.0,2026,3,65,34,8456.375838926175
pasir ris,executive,531,pasir ris dr 1,01 to 03,147.0,maisonette,1992,65 years 07 months,1008000.0,2026,5,65,34,6857.142857142857
pasir ris,executive,648,pasir ris dr 10,07 to 09,149.0,apartment,1995,68 years 08 months,899000.0,2026,1,68,31,6033.557046979866
pasir ris,executive,648,pasir ris dr 10,01 to 03,149.0,apartment,1995,68 years 07 months,872000.0,2026,1,68,31,5852.3489932885905
pasir ris,executive,642,pasir ris dr 10,01 to 03,149.0,apartment,1995,68 years 07 months,860000.0,2026,1,68,31,5771.812080536913
pasir ris,executive,644,pasir ris dr 10,10 to 12,143.0,apartment,1995,68 years 07 months,920000.0,2026,2,68,31,6433.566433566433
pasir ris,executive,651,pasir ris dr 10,04 to 06,143.0,apartment,1995,68 years 06 months,872000.0,2026,3,68,31,6097.902097902098
pasir ris,executive,646,pasir ris dr 10,01 to 03,147.0,apartment,1995,68 years 06 months,930000.0,2026,4,68,31,6326.530612244898
pasir ris,executive,647,pasir ris dr 10,04 to 06,150.0,apartment,1995,68 years 04 months,890000.0,2026,4,68,31,5933.333333333333
pasir ris,executive,645,pasir ris dr 10,04 to 06,148.0,apartment,1995,68 years 05 months,860000.0,2026,5,68,31,5810.810810810811
pasir ris,executive,644,pasir ris dr 10,01 to 03,149.0,apartment,1995,68 years 04 months,865000.0,2026,6,68,31,5805.3691275167785
pasir ris,executive,651,pasir ris dr 10,10 to 12,143.0,apartment,1995,68 years 03 months,920000.0,2026,7,68,31,6433.566433566433
pasir ris,executive,460,pasir ris dr 4,07 to 09,144.0,apartment,1992,66 years,900000.0,2026,1,66,34,6250.0
pasir ris,executive,456,pasir ris dr 4,04 to 06,143.0,apartment,1992,65 years 10 months,900000.0,2026,3,65,34,6293.706293706294
pasir ris,executive,447,pasir ris dr 6,01 to 03,155.0,maisonette,1989,62 years 11 months,1055000.0,2026,1,62,37,6806.451612903225
pasir ris,executive,408,pasir ris dr 6,10 to 12,147.0,maisonette,1990,63 years 02 months,975000.0,2026,2,63,36,6632.65306122449
pasir ris,executive,449,pasir ris dr 6,01 to 03,146.0,maisonette,1989,62 years 07 months,1000000.0,2026,4,62,37,6849.315068493151
pasir ris,executive,454,pasir ris dr 6,04 to 06,146.0,maisonette,1989,62 years 07 months,970000.0,2026,4,62,37,6643.835616438356
pasir ris,executive,422,pasir ris dr 6,10 to 12,151.0,maisonette,1989,62 years 05 months,1025000.0,2026,6,62,37,6788.079470198675
pasir ris,executive,129,pasir ris st 11,07 to 09,146.0,maisonette,1988,61 years 09 months,915000.0,2026,3,61,38,6267.123287671233
pasir ris,executive,128,pasir ris st 11,01 to 03,146.0,maisonette,1988,61 years 08 months,870000.0,2026,3,61,38,5958.904109589041
pasir ris,executive,111,pasir ris st 11,01 to 03,145.0,maisonette,1990,63 years 01 month,905000.0,2026,4,63,36,6241.379310344828
pasir ris,executive,133,pasir ris st 11,07 to 09,147.0,apartment,1994,67 years 05 months,875000.0,2026,6,67,32,5952.380952380952
pasir ris,executive,134,pasir ris st 11,01 to 03,149.0,apartment,1994,66 years 11 months,825000.0,2026,6,66,32,5536.912751677853
pasir ris,executive,120,pasir ris st 11,01 to 03,145.0,maisonette,1988,61 years 02 months,940000.0,2026,6,61,38,6482.758620689655
pasir ris,executive,129,pasir ris st 11,01 to 03,151.0,maisonette,1988,61 years 05 months,900000.0,2026,6,61,38,5960.264900662251
pasir ris,executive,135,pasir ris st 11,04 to 06,149.0,apartment,1994,67 years 04 months,823800.0,2026,7,67,32,5528.859060402685
pasir ris,executive,101,pasir ris st 12,01 to 03,149.0,maisonette,1988,61 years 06 months,850000.0,2026,6,61,38,5704.697986577181
pasir ris,executive,101,pasir ris st 12,10 to 12,149.0,maisonette,1988,61 years 05 months,950000.0,2026,7,61,38,6375.838926174497
